date,EU_IGF_2022_Q1,meta
2022-03-10 00:00:00,-258.58655620028037,
2022-03-10 03:30:00,-231.9829215406669,
2022-03-10 04:00:00,-222.8890408810916,
2022-03-10 06:00:00,-231.80016365902688,
2022-03-10 08:00:00,-201.8283208015227,
2022-03-10 10:30:00,-190.6320998432167,
2022-03-10 11:00:00,-182.3768769857999,
2022-03-10 23:59:59,-182.23792468644874,c
2022-03-11 00:00:00,-162.28714103061708,
2022-03-11 03:30:00,-150.97207036141427,
2022-03-11 04:00:00,-145.46403447140972,
2022-03-11 06:00:00,-158.84255805558305,
2022-03-11 08:00:00,-172.4253555956316,
2022-03-11 10:30:00,-157.39024195687745,
2022-03-11 11:00:00,-160.6548781544994,
2022-03-11 23:59:59,-159.50153193663974,w
2022-03-14 00:00:00,-151.7737307217162,
2022-03-14 03:30:00,-151.7737307217162,
2022-03-14 04:00:00,-151.7737307217162,
2022-03-14 06:00:00,-205.83960503441472,
2022-03-14 08:00:00,-184.5945805465921,
2022-03-14 10:30:00,-159.99327605829788,
2022-03-14 11:00:00,-174.1598200237702,
2022-03-14 23:59:59,-157.03751095556015,c
2022-03-15 00:00:00,-142.72046499916456,
2022-03-15 03:30:00,-142.72046499916456,
2022-03-15 04:00:00,-142.72046499916456,
2022-03-15 06:00:00,-128.77913802265766,
2022-03-15 08:00:00,-115.5168048208889,
2022-03-15 10:30:00,-132.85911567266072,
2022-03-15 11:00:00,-151.40255494031746,
2022-03-15 23:59:59,-124.39110924045369,c
2022-03-16 00:00:00,-165.1569951317345,
2022-03-16 03:30:00,-165.1569951317345,
2022-03-16 04:00:00,-165.1569951317345,
2022-03-16 06:00:00,-159.24401766723864,
2022-03-16 08:00:00,-225.57240725993356,
2022-03-16 10:30:00,-254.41067376158063,
2022-03-16 11:00:00,-257.1629786449578,
2022-03-16 23:59:59,-270.3648279308712,c
2022-03-17 00:00:00,-297.2180145136392,
2022-03-17 03:30:00,-297.2180145136392,
2022-03-17 04:00:00,-297.2180145136392,
2022-03-17 06:00:00,-242.8144615183879,
2022-03-17 08:00:00,-224.7741014351145,
2022-03-17 10:30:00,-198.7509504928204,
2022-03-17 11:00:00,-188.2224067790871,
2022-03-17 23:59:59,-189.37462981008795,c
2022-03-18 00:00:00,-168.0695443183644,
2022-03-18 03:30:00,-168.0695443183644,
2022-03-18 04:00:00,-168.0695443183644,
2022-03-18 06:00:00,-140.48137080020913,
2022-03-18 08:00:00,-116.305861702049,
2022-03-18 10:30:00,-117.17556770258915,
2022-03-18 11:00:00,-116.74486379176233,
2022-03-18 23:59:59,-64.28293598390822,w
2022-03-21 00:00:00,-85.70585994017696,
2022-03-21 03:30:00,-85.70585994017696,
2022-03-21 04:00:00,-85.70585994017696,
2022-03-21 06:00:00,-115.25615500425394,
2022-03-21 08:00:00,-100.45741452220814,
2022-03-21 10:30:00,-106.0082022549691,
2022-03-21 11:00:00,-132.52664683489257,
2022-03-21 23:59:59,-143.11774470721534,c
2022-03-22 00:00:00,-146.03445197421857,
2022-03-22 03:30:00,-146.03445197421857,
2022-03-22 04:00:00,-146.03445197421857,
2022-03-22 06:00:00,-141.62922827077168,
2022-03-22 08:00:00,-139.13654512062402,
2022-03-22 10:30:00,-141.66314313496278,
2022-03-22 11:00:00,-145.67386759133197,
2022-03-22 23:59:59,-118.3545628295314,c
2022-03-23 00:00:00,-116.49586276130678,
2022-03-23 03:30:00,-116.49586276130678,
2022-03-23 04:00:00,-116.49586276130678,
2022-03-23 06:00:00,-82.22146722353742,
2022-03-23 08:00:00,-38.834163398696205,
2022-03-23 10:30:00,-41.793025682091766,
2022-03-23 11:00:00,-36.39067849963093,
2022-03-23 23:59:59,-43.17842632186014,c
2022-03-24 00:00:00,-59.47955503182058,
2022-03-24 03:30:00,-59.47955503182058,
2022-03-24 04:00:00,-59.47955503182058,
2022-03-24 06:00:00,-42.46370887789321,
2022-03-24 08:00:00,-25.30632536922044,
2022-03-24 10:30:00,-16.893842294151817,
2022-03-24 11:00:00,-15.752142329746576,
2022-03-24 23:59:59,0.0,a
2022-03-25 00:00:00,19.274624730704435,
2022-03-25 03:30:00,19.274624730704435,
2022-03-25 04:00:00,19.274624730704435,
2022-03-25 06:00:00,35.00669835372621,
2022-03-25 08:00:00,54.78913387401832,
2022-03-25 10:30:00,51.64405186666035,
2022-03-25 11:00:00,47.43290980553047,
2022-03-25 23:59:59,71.69930521091803,w
2022-03-28 00:00:00,42.05313648411051,
2022-03-28 03:30:00,46.63896586941428,
2022-03-28 04:00:00,58.20230913800991,
2022-03-28 06:00:00,36.2906800672645,
2022-03-28 08:00:00,13.675811430349473,
2022-03-28 10:30:00,40.4430096942918,
2022-03-28 11:00:00,33.107778726549824,
2022-03-28 23:59:59,31.968679864231436,c
2022-03-29 00:00:00,21.62751022023082,
2022-03-29 03:30:00,-11.600209007452648,
2022-03-29 04:00:00,17.824296348448687,
2022-03-29 06:00:00,-28.269816159540618,
2022-03-29 08:00:00,-52.606418234910784,
2022-03-29 10:30:00,-24.926140940669022,
2022-03-29 11:00:00,-17.37834271662736,
2022-03-29 23:59:59,-22.519526634836048,c
2022-03-30 00:00:00,-3.366073050812851,
2022-03-30 03:30:00,21.14329543828062,
2022-03-30 04:00:00,4.590778056403927,
2022-03-30 06:00:00,20.714368059975765,
2022-03-30 08:00:00,25.44128225704785,
2022-03-30 10:30:00,51.14292321535932,
2022-03-30 11:00:00,54.75048363367968,
2022-03-30 23:59:59,49.77578051529464,c
2022-03-31 00:00:00,43.14497990952684,
2022-03-31 03:30:00,80.7744418589277,
2022-03-31 04:00:00,82.46588706787533,
2022-03-31 06:00:00,94.51993438935416,
2022-03-31 08:00:00,107.16684352628425,
2022-03-31 10:30:00,127.24453436718767,
2022-03-31 11:00:00,100.69717663153833,
2022-03-31 23:59:59,110.76887822662474,e
2022-04-01 00:00:00,103.87348154597527,
2022-04-01 03:30:00,76.67866302521142,
2022-04-01 04:00:00,89.58986879907852,
2022-04-01 06:00:00,74.72537335941608,
2022-04-01 08:00:00,58.26983788550072,
2022-04-01 10:30:00,55.80545554136651,
2022-04-01 11:00:00,69.57298639222542,
2022-04-01 23:59:59,56.69706416195109,w
2022-04-04 00:00:00,45.29881284539795,
2022-04-04 03:30:00,32.129475221296104,
2022-04-04 04:00:00,18.478935968844166,
2022-04-04 06:00:00,-60.26564011693392,
2022-04-04 08:00:00,-61.541433271834975,
2022-04-04 10:30:00,-41.79633049783021,
2022-04-04 11:00:00,-20.81406192124985,
2022-04-04 23:59:59,-9.986783525070177,c
2022-04-05 00:00:00,13.227574062710492,
2022-04-05 03:30:00,-18.20702878382071,
2022-04-05 04:00:00,-8.758299335183537,
2022-04-05 06:00:00,-23.918321447675815,
2022-04-05 08:00:00,-31.991695429764654,
2022-04-05 10:30:00,-23.474805779332684,
2022-04-05 11:00:00,-15.447893646228723,
2022-04-05 23:59:59,-16.339418009359346,c
2022-04-06 00:00:00,-10.949090718345106,
2022-04-06 03:30:00,0.583059473182967,
2022-04-06 04:00:00,-2.5142862354330155,
2022-04-06 06:00:00,-18.55053599891089,
2022-04-06 08:00:00,7.895227753364676,
2022-04-06 10:30:00,14.175241739868294,
2022-04-06 11:00:00,124.52642175750651,
2022-04-06 23:59:59,95.61217150376729,c
2022-04-07 00:00:00,218.81436953706822,
2022-04-07 03:30:00,222.62762332860382,
2022-04-07 04:00:00,242.78855444463542,
2022-04-07 06:00:00,181.45991590036846,
2022-04-07 08:00:00,192.06528227067483,
2022-04-07 10:30:00,188.95342887746443,
2022-04-07 11:00:00,213.7586836256454,
2022-04-07 23:59:59,222.18595363923458,c
2022-04-08 00:00:00,254.35505709269765,
2022-04-08 03:30:00,258.19130135660396,
2022-04-08 04:00:00,239.0734752024454,
2022-04-08 06:00:00,252.02933517259217,
2022-04-08 08:00:00,238.26410875739012,
2022-04-08 10:30:00,282.9877575129331,
2022-04-08 11:00:00,284.7091609916058,
2022-04-08 23:59:59,313.280667718044,w
2022-04-11 00:00:00,306.48478201351315,
2022-04-11 03:30:00,287.17048143388195,
2022-04-11 04:00:00,285.56109137916343,
2022-04-11 06:00:00,300.18162037814625,
2022-04-11 08:00:00,319.7632560658548,
2022-04-11 10:30:00,378.4762344413994,
2022-04-11 11:00:00,416.0166655282985,
2022-04-11 23:59:59,393.6671741213907,c
2022-04-12 00:00:00,439.44118473815195,
2022-04-12 03:30:00,443.4288121451698,
2022-04-12 04:00:00,452.5771779360701,
2022-04-12 06:00:00,442.2384486839776,
2022-04-12 08:00:00,424.163149070668,
2022-04-12 10:30:00,414.39081572945815,
2022-04-12 11:00:00,423.9185512778308,
2022-04-12 23:59:59,414.9857289154902,c
2022-04-13 00:00:00,423.8705318400432,
2022-04-13 03:30:00,414.26408232548334,
2022-04-13 04:00:00,411.2741494128243,
2022-04-13 06:00:00,470.9671576360374,
2022-04-13 08:00:00,480.87590824880374,
2022-04-13 10:30:00,443.0999968680836,
2022-04-13 11:00:00,460.79637674181714,
2022-04-13 23:59:59,440.3706230286048,c
2022-04-14 00:00:00,517.5493582141488,
2022-04-14 03:30:00,535.0308932850123,
2022-04-14 04:00:00,536.5854050639086,
2022-04-14 06:00:00,595.2268477174035,
2022-04-14 08:00:00,579.1591380854236,
2022-04-14 10:30:00,584.6041886394135,
2022-04-14 11:00:00,581.4553488115166,
2022-04-14 23:59:59,580.4220304914978,c
